#    L    TT             EE             BB             TE          
 19016   0.554290E-01   0.563582E-03   0.536472E-03  -0.678823E-03
 19017   0.553352E-01   0.563484E-03   0.536446E-03  -0.678745E-03
 19018   0.554165E-01   0.563452E-03   0.536352E-03  -0.678667E-03
 19019   0.553228E-01   0.563354E-03   0.536326E-03  -0.678588E-03
 19020   0.554041E-01   0.563322E-03   0.536232E-03  -0.678510E-03
 19021   0.553103E-01   0.563224E-03   0.536205E-03  -0.678431E-03
 19022   0.553916E-01   0.563192E-03   0.536111E-03  -0.678353E-03
 19023   0.552979E-01   0.563094E-03   0.536085E-03  -0.678274E-03
 19024   0.553792E-01   0.563062E-03   0.535991E-03  -0.678196E-03
 19025   0.552854E-01   0.562965E-03   0.535965E-03  -0.678118E-03
 19026   0.553668E-01   0.562932E-03   0.535871E-03  -0.678039E-03
 19027   0.552730E-01   0.562835E-03   0.535845E-03  -0.677961E-03
 19028   0.553543E-01   0.562803E-03   0.535751E-03  -0.677883E-03
 19029   0.552605E-01   0.562705E-03   0.535725E-03  -0.677804E-03
 19030   0.553419E-01   0.562673E-03   0.535630E-03  -0.677726E-03
 19031   0.552481E-01   0.562575E-03   0.535604E-03  -0.677648E-03
 19032   0.553295E-01   0.562543E-03   0.535510E-03  -0.677569E-03
 19033   0.552356E-01   0.562446E-03   0.535484E-03  -0.677491E-03
 19034   0.553171E-01   0.562414E-03   0.535390E-03  -0.677413E-03
 19035   0.552232E-01   0.562316E-03   0.535364E-03  -0.677335E-03
 19036   0.553046E-01   0.562284E-03   0.535270E-03  -0.677257E-03
 19037   0.552108E-01   0.562187E-03   0.535244E-03  -0.677178E-03
 19038   0.552922E-01   0.562155E-03   0.535150E-03  -0.677100E-03
 19039   0.551983E-01   0.562057E-03   0.535124E-03  -0.677022E-03
 19040   0.552798E-01   0.562025E-03   0.535030E-03  -0.676944E-03
 19041   0.551859E-01   0.561927E-03   0.535004E-03  -0.676866E-03
 19042   0.552674E-01   0.561896E-03   0.534910E-03  -0.676787E-03
 19043   0.551735E-01   0.561798E-03   0.534884E-03  -0.676709E-03
 19044   0.552550E-01   0.561766E-03   0.534790E-03  -0.676631E-03
 19045   0.551611E-01   0.561669E-03   0.534764E-03  -0.676553E-03
 19046   0.552426E-01   0.561637E-03   0.534670E-03  -0.676475E-03
 19047   0.551486E-01   0.561539E-03   0.534645E-03  -0.676397E-03
 19048   0.552302E-01   0.561507E-03   0.534551E-03  -0.676319E-03
 19049   0.551362E-01   0.561410E-03   0.534525E-03  -0.676241E-03
 19050   0.552178E-01   0.561378E-03   0.534431E-03  -0.676163E-03
 19051   0.551238E-01   0.561281E-03   0.534405E-03  -0.676085E-03
 19052   0.552054E-01   0.561249E-03   0.534311E-03  -0.676007E-03
 19053   0.551114E-01   0.561151E-03   0.534285E-03  -0.675929E-03
 19054   0.551930E-01   0.561119E-03   0.534191E-03  -0.675851E-03
 19055   0.550990E-01   0.561022E-03   0.534165E-03  -0.675773E-03
 19056   0.551807E-01   0.560990E-03   0.534071E-03  -0.675695E-03
 19057   0.550866E-01   0.560893E-03   0.534046E-03  -0.675617E-03
 19058   0.551683E-01   0.560861E-03   0.533952E-03  -0.675539E-03
 19059   0.550742E-01   0.560764E-03   0.533926E-03  -0.675461E-03
 19060   0.551559E-01   0.560732E-03   0.533832E-03  -0.675383E-03
 19061   0.550618E-01   0.560635E-03   0.533806E-03  -0.675305E-03
 19062   0.551435E-01   0.560603E-03   0.533713E-03  -0.675227E-03
 19063   0.550495E-01   0.560505E-03   0.533687E-03  -0.675149E-03
 19064   0.551312E-01   0.560474E-03   0.533593E-03  -0.675071E-03
 19065   0.550371E-01   0.560376E-03   0.533567E-03  -0.674994E-03
 19066   0.551188E-01   0.560345E-03   0.533473E-03  -0.674916E-03
 19067   0.550247E-01   0.560247E-03   0.533448E-03  -0.674838E-03
 19068   0.551065E-01   0.560216E-03   0.533354E-03  -0.674760E-03
 19069   0.550123E-01   0.560118E-03   0.533328E-03  -0.674682E-03
 19070   0.550941E-01   0.560087E-03   0.533234E-03  -0.674605E-03
 19071   0.549999E-01   0.559990E-03   0.533209E-03  -0.674527E-03
 19072   0.550817E-01   0.559958E-03   0.533115E-03  -0.674449E-03
 19073   0.549876E-01   0.559861E-03   0.533089E-03  -0.674371E-03
 19074   0.550694E-01   0.559829E-03   0.532995E-03  -0.674293E-03
 19075   0.549752E-01   0.559732E-03   0.532970E-03  -0.674216E-03
 19076   0.550570E-01   0.559700E-03   0.532876E-03  -0.674138E-03
 19077   0.549628E-01   0.559603E-03   0.532851E-03  -0.674060E-03
 19078   0.550447E-01   0.559572E-03   0.532757E-03  -0.673983E-03
 19079   0.549505E-01   0.559474E-03   0.532731E-03  -0.673905E-03
 19080   0.550324E-01   0.559443E-03   0.532637E-03  -0.673827E-03
 19081   0.549381E-01   0.559346E-03   0.532612E-03  -0.673750E-03
 19082   0.550200E-01   0.559314E-03   0.532518E-03  -0.673672E-03
 19083   0.549258E-01   0.559217E-03   0.532493E-03  -0.673594E-03
 19084   0.550077E-01   0.559185E-03   0.532399E-03  -0.673517E-03
 19085   0.549134E-01   0.559088E-03   0.532373E-03  -0.673439E-03
 19086   0.549954E-01   0.559057E-03   0.532280E-03  -0.673361E-03
 19087   0.549011E-01   0.558960E-03   0.532254E-03  -0.673284E-03
 19088   0.549830E-01   0.558928E-03   0.532160E-03  -0.673206E-03
 19089   0.548887E-01   0.558831E-03   0.532135E-03  -0.673129E-03
 19090   0.549707E-01   0.558800E-03   0.532041E-03  -0.673051E-03
 19091   0.548764E-01   0.558702E-03   0.532016E-03  -0.672974E-03
 19092   0.549584E-01   0.558671E-03   0.531922E-03  -0.672896E-03
 19093   0.548641E-01   0.558574E-03   0.531897E-03  -0.672819E-03
 19094   0.549461E-01   0.558543E-03   0.531803E-03  -0.672741E-03
 19095   0.548517E-01   0.558446E-03   0.531778E-03  -0.672664E-03
 19096   0.549338E-01   0.558414E-03   0.531684E-03  -0.672586E-03
 19097   0.548394E-01   0.558317E-03   0.531659E-03  -0.672509E-03
 19098   0.549215E-01   0.558286E-03   0.531565E-03  -0.672431E-03
 19099   0.548271E-01   0.558189E-03   0.531540E-03  -0.672354E-03
 19100   0.549092E-01   0.558158E-03   0.531446E-03  -0.672276E-03
 19101   0.548148E-01   0.558060E-03   0.531421E-03  -0.672199E-03
 19102   0.548969E-01   0.558029E-03   0.531327E-03  -0.672122E-03
 19103   0.548025E-01   0.557932E-03   0.531302E-03  -0.672044E-03
 19104   0.548846E-01   0.557901E-03   0.531208E-03  -0.671967E-03
 19105   0.547901E-01   0.557804E-03   0.531183E-03  -0.671889E-03
 19106   0.548723E-01   0.557773E-03   0.531089E-03  -0.671812E-03
 19107   0.547778E-01   0.557676E-03   0.531064E-03  -0.671735E-03
 19108   0.548600E-01   0.557645E-03   0.530970E-03  -0.671657E-03
 19109   0.547655E-01   0.557547E-03   0.530945E-03  -0.671580E-03
 19110   0.548477E-01   0.557516E-03   0.530851E-03  -0.671503E-03
 19111   0.547532E-01   0.557419E-03   0.530826E-03  -0.671425E-03
 19112   0.548354E-01   0.557388E-03   0.530733E-03  -0.671348E-03
 19113   0.547409E-01   0.557291E-03   0.530708E-03  -0.671271E-03
 19114   0.548231E-01   0.557260E-03   0.530614E-03  -0.671193E-03
 19115   0.547286E-01   0.557163E-03   0.530589E-03  -0.671116E-03
 19116   0.548109E-01   0.557132E-03   0.530495E-03  -0.671039E-03
 19117   0.547163E-01   0.557035E-03   0.530470E-03  -0.670962E-03
 19118   0.547986E-01   0.557004E-03   0.530376E-03  -0.670885E-03
 19119   0.547040E-01   0.556907E-03   0.530351E-03  -0.670807E-03
 19120   0.547863E-01   0.556876E-03   0.530258E-03  -0.670730E-03
 19121   0.546918E-01   0.556779E-03   0.530233E-03  -0.670653E-03
 19122   0.547741E-01   0.556748E-03   0.530139E-03  -0.670576E-03
 19123   0.546795E-01   0.556651E-03   0.530114E-03  -0.670499E-03
 19124   0.547618E-01   0.556620E-03   0.530021E-03  -0.670421E-03
 19125   0.546672E-01   0.556523E-03   0.529996E-03  -0.670344E-03
 19126   0.547495E-01   0.556492E-03   0.529902E-03  -0.670267E-03
 19127   0.546549E-01   0.556395E-03   0.529877E-03  -0.670190E-03
 19128   0.547373E-01   0.556365E-03   0.529783E-03  -0.670113E-03
 19129   0.546427E-01   0.556268E-03   0.529758E-03  -0.670036E-03
 19130   0.547250E-01   0.556237E-03   0.529665E-03  -0.669959E-03
 19131   0.546304E-01   0.556140E-03   0.529640E-03  -0.669882E-03
 19132   0.547128E-01   0.556109E-03   0.529546E-03  -0.669805E-03
 19133   0.546181E-01   0.556012E-03   0.529522E-03  -0.669727E-03
 19134   0.547005E-01   0.555981E-03   0.529428E-03  -0.669650E-03
 19135   0.546059E-01   0.555884E-03   0.529403E-03  -0.669573E-03
 19136   0.546883E-01   0.555854E-03   0.529310E-03  -0.669496E-03
 19137   0.545936E-01   0.555757E-03   0.529285E-03  -0.669419E-03
 19138   0.546761E-01   0.555726E-03   0.529191E-03  -0.669342E-03
 19139   0.545814E-01   0.555629E-03   0.529166E-03  -0.669265E-03
 19140   0.546638E-01   0.555598E-03   0.529073E-03  -0.669188E-03
 19141   0.545691E-01   0.555502E-03   0.529048E-03  -0.669111E-03
 19142   0.546516E-01   0.555471E-03   0.528955E-03  -0.669034E-03
 19143   0.545569E-01   0.555374E-03   0.528930E-03  -0.668958E-03
 19144   0.546394E-01   0.555343E-03   0.528836E-03  -0.668881E-03
 19145   0.545446E-01   0.555246E-03   0.528812E-03  -0.668804E-03
 19146   0.546271E-01   0.555216E-03   0.528718E-03  -0.668727E-03
 19147   0.545324E-01   0.555119E-03   0.528693E-03  -0.668650E-03
 19148   0.546149E-01   0.555088E-03   0.528600E-03  -0.668573E-03
 19149   0.545201E-01   0.554992E-03   0.528575E-03  -0.668496E-03
 19150   0.546027E-01   0.554961E-03   0.528482E-03  -0.668419E-03
 19151   0.545079E-01   0.554864E-03   0.528457E-03  -0.668342E-03
 19152   0.545905E-01   0.554834E-03   0.528363E-03  -0.668266E-03
 19153   0.544957E-01   0.554737E-03   0.528339E-03  -0.668189E-03
 19154   0.545783E-01   0.554706E-03   0.528245E-03  -0.668112E-03
 19155   0.544834E-01   0.554609E-03   0.528221E-03  -0.668035E-03
 19156   0.545661E-01   0.554579E-03   0.528127E-03  -0.667958E-03
 19157   0.544712E-01   0.554482E-03   0.528103E-03  -0.667881E-03
 19158   0.545539E-01   0.554452E-03   0.528009E-03  -0.667805E-03
 19159   0.544590E-01   0.554355E-03   0.527985E-03  -0.667728E-03
 19160   0.545417E-01   0.554325E-03   0.527891E-03  -0.667651E-03
 19161   0.544468E-01   0.554228E-03   0.527867E-03  -0.667574E-03
 19162   0.545295E-01   0.554197E-03   0.527773E-03  -0.667498E-03
 19163   0.544346E-01   0.554101E-03   0.527749E-03  -0.667421E-03
 19164   0.545173E-01   0.554070E-03   0.527655E-03  -0.667344E-03
 19165   0.544224E-01   0.553973E-03   0.527631E-03  -0.667267E-03
 19166   0.545051E-01   0.553943E-03   0.527537E-03  -0.667191E-03
 19167   0.544102E-01   0.553846E-03   0.527513E-03  -0.667114E-03
 19168   0.544929E-01   0.553816E-03   0.527419E-03  -0.667037E-03
 19169   0.543980E-01   0.553719E-03   0.527395E-03  -0.666961E-03
 19170   0.544807E-01   0.553689E-03   0.527302E-03  -0.666884E-03
 19171   0.543858E-01   0.553592E-03   0.527277E-03  -0.666808E-03
 19172   0.544685E-01   0.553562E-03   0.527184E-03  -0.666731E-03
 19173   0.543736E-01   0.553465E-03   0.527159E-03  -0.666654E-03
 19174   0.544564E-01   0.553435E-03   0.527066E-03  -0.666578E-03
 19175   0.543614E-01   0.553338E-03   0.527042E-03  -0.666501E-03
 19176   0.544442E-01   0.553308E-03   0.526948E-03  -0.666424E-03
 19177   0.543492E-01   0.553211E-03   0.526924E-03  -0.666348E-03
 19178   0.544320E-01   0.553181E-03   0.526831E-03  -0.666271E-03
 19179   0.543370E-01   0.553085E-03   0.526806E-03  -0.666195E-03
 19180   0.544199E-01   0.553054E-03   0.526713E-03  -0.666118E-03
 19181   0.543248E-01   0.552958E-03   0.526688E-03  -0.666042E-03
 19182   0.544077E-01   0.552928E-03   0.526595E-03  -0.665965E-03
 19183   0.543126E-01   0.552831E-03   0.526571E-03  -0.665889E-03
 19184   0.543955E-01   0.552801E-03   0.526478E-03  -0.665812E-03
 19185   0.543005E-01   0.552704E-03   0.526453E-03  -0.665736E-03
 19186   0.543834E-01   0.552674E-03   0.526360E-03  -0.665659E-03
 19187   0.542883E-01   0.552577E-03   0.526336E-03  -0.665583E-03
 19188   0.543712E-01   0.552547E-03   0.526242E-03  -0.665506E-03
 19189   0.542761E-01   0.552451E-03   0.526218E-03  -0.665430E-03
 19190   0.543591E-01   0.552421E-03   0.526125E-03  -0.665353E-03
 19191   0.542640E-01   0.552324E-03   0.526101E-03  -0.665277E-03
 19192   0.543469E-01   0.552294E-03   0.526007E-03  -0.665201E-03
 19193   0.542518E-01   0.552198E-03   0.525983E-03  -0.665124E-03
 19194   0.543348E-01   0.552168E-03   0.525890E-03  -0.665048E-03
 19195   0.542396E-01   0.552071E-03   0.525866E-03  -0.664971E-03
 19196   0.543227E-01   0.552041E-03   0.525772E-03  -0.664895E-03
 19197   0.542275E-01   0.551944E-03   0.525748E-03  -0.664819E-03
 19198   0.543105E-01   0.551915E-03   0.525655E-03  -0.664742E-03
 19199   0.542153E-01   0.551818E-03   0.525631E-03  -0.664666E-03
 19200   0.542984E-01   0.551788E-03   0.525538E-03  -0.664590E-03
 19201   0.542032E-01   0.551691E-03   0.525514E-03  -0.664513E-03
 19202   0.542863E-01   0.551662E-03   0.525420E-03  -0.664437E-03
 19203   0.541910E-01   0.551565E-03   0.525396E-03  -0.664361E-03
 19204   0.542741E-01   0.551535E-03   0.525303E-03  -0.664285E-03
 19205   0.541789E-01   0.551439E-03   0.525279E-03  -0.664208E-03
 19206   0.542620E-01   0.551409E-03   0.525186E-03  -0.664132E-03
 19207   0.541668E-01   0.551312E-03   0.525162E-03  -0.664056E-03
 19208   0.542499E-01   0.551283E-03   0.525068E-03  -0.663980E-03
 19209   0.541546E-01   0.551186E-03   0.525044E-03  -0.663903E-03
 19210   0.542378E-01   0.551156E-03   0.524951E-03  -0.663827E-03
 19211   0.541425E-01   0.551060E-03   0.524927E-03  -0.663751E-03
 19212   0.542257E-01   0.551030E-03   0.524834E-03  -0.663675E-03
 19213   0.541304E-01   0.550934E-03   0.524810E-03  -0.663599E-03
 19214   0.542136E-01   0.550904E-03   0.524717E-03  -0.663522E-03
 19215   0.541182E-01   0.550807E-03   0.524693E-03  -0.663446E-03
 19216   0.542015E-01   0.550778E-03   0.524600E-03  -0.663370E-03
 19217   0.541061E-01   0.550681E-03   0.524576E-03  -0.663294E-03
 19218   0.541894E-01   0.550651E-03   0.524483E-03  -0.663218E-03
 19219   0.540940E-01   0.550555E-03   0.524459E-03  -0.663142E-03
 19220   0.541773E-01   0.550525E-03   0.524366E-03  -0.663066E-03
 19221   0.540819E-01   0.550429E-03   0.524342E-03  -0.662990E-03
 19222   0.541652E-01   0.550399E-03   0.524249E-03  -0.662913E-03
 19223   0.540698E-01   0.550303E-03   0.524225E-03  -0.662837E-03
 19224   0.541531E-01   0.550273E-03   0.524132E-03  -0.662761E-03
 19225   0.540577E-01   0.550177E-03   0.524108E-03  -0.662685E-03
 19226   0.541410E-01   0.550147E-03   0.524015E-03  -0.662609E-03
 19227   0.540456E-01   0.550051E-03   0.523991E-03  -0.662533E-03
 19228   0.541289E-01   0.550021E-03   0.523898E-03  -0.662457E-03
 19229   0.540335E-01   0.549925E-03   0.523874E-03  -0.662381E-03
 19230   0.541168E-01   0.549895E-03   0.523781E-03  -0.662305E-03
 19231   0.540214E-01   0.549799E-03   0.523757E-03  -0.662229E-03
 19232   0.541048E-01   0.549770E-03   0.523664E-03  -0.662153E-03
 19233   0.540093E-01   0.549673E-03   0.523640E-03  -0.662077E-03
 19234   0.540927E-01   0.549644E-03   0.523547E-03  -0.662001E-03
 19235   0.539972E-01   0.549547E-03   0.523524E-03  -0.661925E-03
 19236   0.540806E-01   0.549518E-03   0.523430E-03  -0.661850E-03
 19237   0.539851E-01   0.549422E-03   0.523407E-03  -0.661774E-03
 19238   0.540685E-01   0.549392E-03   0.523314E-03  -0.661698E-03
 19239   0.539730E-01   0.549296E-03   0.523290E-03  -0.661622E-03
 19240   0.540565E-01   0.549266E-03   0.523197E-03  -0.661546E-03
 19241   0.539609E-01   0.549170E-03   0.523173E-03  -0.661470E-03
 19242   0.540444E-01   0.549141E-03   0.523080E-03  -0.661394E-03
 19243   0.539489E-01   0.549044E-03   0.523057E-03  -0.661318E-03
 19244   0.540324E-01   0.549015E-03   0.522964E-03  -0.661243E-03
 19245   0.539368E-01   0.548919E-03   0.522940E-03  -0.661167E-03
 19246   0.540203E-01   0.548890E-03   0.522847E-03  -0.661091E-03
 19247   0.539247E-01   0.548793E-03   0.522823E-03  -0.661015E-03
 19248   0.540083E-01   0.548764E-03   0.522730E-03  -0.660939E-03
 19249   0.539127E-01   0.548668E-03   0.522707E-03  -0.660864E-03
 19250   0.539962E-01   0.548638E-03   0.522614E-03  -0.660788E-03
 19251   0.539006E-01   0.548542E-03   0.522590E-03  -0.660712E-03
 19252   0.539842E-01   0.548513E-03   0.522497E-03  -0.660636E-03
 19253   0.538885E-01   0.548417E-03   0.522474E-03  -0.660561E-03
 19254   0.539721E-01   0.548387E-03   0.522381E-03  -0.660485E-03
 19255   0.538765E-01   0.548291E-03   0.522357E-03  -0.660409E-03
 19256   0.539601E-01   0.548262E-03   0.522264E-03  -0.660334E-03
 19257   0.538644E-01   0.548166E-03   0.522241E-03  -0.660258E-03
 19258   0.539481E-01   0.548137E-03   0.522148E-03  -0.660182E-03
 19259   0.538524E-01   0.548040E-03   0.522124E-03  -0.660107E-03
 19260   0.539360E-01   0.548011E-03   0.522031E-03  -0.660031E-03
 19261   0.538403E-01   0.547915E-03   0.522008E-03  -0.659955E-03
 19262   0.539240E-01   0.547886E-03   0.521915E-03  -0.659880E-03
 19263   0.538283E-01   0.547790E-03   0.521892E-03  -0.659804E-03
 19264   0.539120E-01   0.547761E-03   0.521799E-03  -0.659728E-03
 19265   0.538163E-01   0.547664E-03   0.521775E-03  -0.659653E-03
 19266   0.539000E-01   0.547635E-03   0.521682E-03  -0.659577E-03
 19267   0.538042E-01   0.547539E-03   0.521659E-03  -0.659502E-03
 19268   0.538879E-01   0.547510E-03   0.521566E-03  -0.659426E-03
 19269   0.537922E-01   0.547414E-03   0.521543E-03  -0.659351E-03
 19270   0.538759E-01   0.547385E-03   0.521450E-03  -0.659275E-03
 19271   0.537802E-01   0.547289E-03   0.521426E-03  -0.659200E-03
 19272   0.538639E-01   0.547260E-03   0.521334E-03  -0.659124E-03
 19273   0.537681E-01   0.547164E-03   0.521310E-03  -0.659049E-03
 19274   0.538519E-01   0.547135E-03   0.521217E-03  -0.658973E-03
 19275   0.537561E-01   0.547039E-03   0.521194E-03  -0.658898E-03
 19276   0.538399E-01   0.547010E-03   0.521101E-03  -0.658822E-03
 19277   0.537441E-01   0.546914E-03   0.521078E-03  -0.658747E-03
 19278   0.538279E-01   0.546885E-03   0.520985E-03  -0.658671E-03
 19279   0.537321E-01   0.546789E-03   0.520962E-03  -0.658596E-03
 19280   0.538159E-01   0.546760E-03   0.520869E-03  -0.658520E-03
 19281   0.537201E-01   0.546664E-03   0.520846E-03  -0.658445E-03
 19282   0.538039E-01   0.546635E-03   0.520753E-03  -0.658370E-03
 19283   0.537081E-01   0.546539E-03   0.520730E-03  -0.658294E-03
 19284   0.537919E-01   0.546510E-03   0.520637E-03  -0.658219E-03
 19285   0.536960E-01   0.546414E-03   0.520614E-03  -0.658144E-03
 19286   0.537800E-01   0.546385E-03   0.520521E-03  -0.658068E-03
 19287   0.536840E-01   0.546289E-03   0.520498E-03  -0.657993E-03
 19288   0.537680E-01   0.546260E-03   0.520405E-03  -0.657918E-03
 19289   0.536720E-01   0.546164E-03   0.520382E-03  -0.657842E-03
 19290   0.537560E-01   0.546135E-03   0.520289E-03  -0.657767E-03
 19291   0.536601E-01   0.546039E-03   0.520266E-03  -0.657692E-03
 19292   0.537440E-01   0.546011E-03   0.520173E-03  -0.657617E-03
 19293   0.536481E-01   0.545915E-03   0.520150E-03  -0.657541E-03
 19294   0.537320E-01   0.545886E-03   0.520057E-03  -0.657466E-03
 19295   0.536361E-01   0.545790E-03   0.520034E-03  -0.657391E-03
 19296   0.537201E-01   0.545761E-03   0.519941E-03  -0.657316E-03
 19297   0.536241E-01   0.545665E-03   0.519918E-03  -0.657240E-03
 19298   0.537081E-01   0.545637E-03   0.519826E-03  -0.657165E-03
 19299   0.536121E-01   0.545541E-03   0.519803E-03  -0.657090E-03
 19300   0.536961E-01   0.545512E-03   0.519710E-03  -0.657015E-03
 19301   0.536001E-01   0.545416E-03   0.519687E-03  -0.656940E-03
 19302   0.536842E-01   0.545387E-03   0.519594E-03  -0.656865E-03
 19303   0.535882E-01   0.545291E-03   0.519571E-03  -0.656789E-03
 19304   0.536722E-01   0.545263E-03   0.519478E-03  -0.656714E-03
 19305   0.535762E-01   0.545167E-03   0.519455E-03  -0.656639E-03
 19306   0.536603E-01   0.545138E-03   0.519363E-03  -0.656564E-03
 19307   0.535642E-01   0.545042E-03   0.519340E-03  -0.656489E-03
 19308   0.536483E-01   0.545014E-03   0.519247E-03  -0.656414E-03
 19309   0.535522E-01   0.544918E-03   0.519224E-03  -0.656339E-03
 19310   0.536364E-01   0.544890E-03   0.519131E-03  -0.656264E-03
 19311   0.535403E-01   0.544794E-03   0.519108E-03  -0.656189E-03
 19312   0.536244E-01   0.544765E-03   0.519016E-03  -0.656114E-03
 19313   0.535283E-01   0.544669E-03   0.518993E-03  -0.656039E-03
 19314   0.536125E-01   0.544641E-03   0.518900E-03  -0.655964E-03
 19315   0.535164E-01   0.544545E-03   0.518877E-03  -0.655889E-03
 19316   0.536006E-01   0.544516E-03   0.518785E-03  -0.655814E-03
 19317   0.535044E-01   0.544421E-03   0.518762E-03  -0.655739E-03
 19318   0.535886E-01   0.544392E-03   0.518669E-03  -0.655664E-03
 19319   0.534925E-01   0.544296E-03   0.518646E-03  -0.655589E-03
 19320   0.535767E-01   0.544268E-03   0.518554E-03  -0.655514E-03
 19321   0.534805E-01   0.544172E-03   0.518531E-03  -0.655439E-03
 19322   0.535648E-01   0.544144E-03   0.518438E-03  -0.655364E-03
 19323   0.534686E-01   0.544048E-03   0.518415E-03  -0.655289E-03
 19324   0.535529E-01   0.544020E-03   0.518323E-03  -0.655214E-03
 19325   0.534566E-01   0.543924E-03   0.518300E-03  -0.655139E-03
 19326   0.535409E-01   0.543895E-03   0.518207E-03  -0.655065E-03
 19327   0.534447E-01   0.543800E-03   0.518185E-03  -0.654990E-03
 19328   0.535290E-01   0.543771E-03   0.518092E-03  -0.654915E-03
 19329   0.534328E-01   0.543676E-03   0.518069E-03  -0.654840E-03
 19330   0.535171E-01   0.543647E-03   0.517977E-03  -0.654765E-03
 19331   0.534208E-01   0.543551E-03   0.517954E-03  -0.654690E-03
 19332   0.535052E-01   0.543523E-03   0.517861E-03  -0.654616E-03
 19333   0.534089E-01   0.543427E-03   0.517839E-03  -0.654541E-03
 19334   0.534933E-01   0.543399E-03   0.517746E-03  -0.654466E-03
 19335   0.533970E-01   0.543304E-03   0.517724E-03  -0.654391E-03
 19336   0.534814E-01   0.543275E-03   0.517631E-03  -0.654317E-03
 19337   0.533851E-01   0.543180E-03   0.517608E-03  -0.654242E-03
 19338   0.534695E-01   0.543151E-03   0.517516E-03  -0.654167E-03
 19339   0.533732E-01   0.543056E-03   0.517493E-03  -0.654093E-03
 19340   0.534576E-01   0.543028E-03   0.517401E-03  -0.654018E-03
 19341   0.533612E-01   0.542932E-03   0.517378E-03  -0.653943E-03
 19342   0.534457E-01   0.542904E-03   0.517285E-03  -0.653868E-03
 19343   0.533493E-01   0.542808E-03   0.517263E-03  -0.653794E-03
 19344   0.534338E-01   0.542780E-03   0.517170E-03  -0.653719E-03
 19345   0.533374E-01   0.542684E-03   0.517148E-03  -0.653645E-03
 19346   0.534219E-01   0.542656E-03   0.517055E-03  -0.653570E-03
 19347   0.533255E-01   0.542560E-03   0.517033E-03  -0.653495E-03
 19348   0.534100E-01   0.542532E-03   0.516940E-03  -0.653421E-03
 19349   0.533136E-01   0.542437E-03   0.516918E-03  -0.653346E-03
 19350   0.533982E-01   0.542409E-03   0.516825E-03  -0.653272E-03
 19351   0.533017E-01   0.542313E-03   0.516803E-03  -0.653197E-03
 19352   0.533863E-01   0.542285E-03   0.516710E-03  -0.653122E-03
 19353   0.532898E-01   0.542189E-03   0.516688E-03  -0.653048E-03
 19354   0.533744E-01   0.542162E-03   0.516595E-03  -0.652973E-03
 19355   0.532780E-01   0.542066E-03   0.516573E-03  -0.652899E-03
 19356   0.533625E-01   0.542038E-03   0.516480E-03  -0.652824E-03
 19357   0.532661E-01   0.541942E-03   0.516458E-03  -0.652750E-03
 19358   0.533507E-01   0.541914E-03   0.516366E-03  -0.652675E-03
 19359   0.532542E-01   0.541819E-03   0.516343E-03  -0.652601E-03
 19360   0.533388E-01   0.541791E-03   0.516251E-03  -0.652526E-03
 19361   0.532423E-01   0.541695E-03   0.516228E-03  -0.652452E-03
 19362   0.533270E-01   0.541667E-03   0.516136E-03  -0.652378E-03
 19363   0.532304E-01   0.541572E-03   0.516114E-03  -0.652303E-03
 19364   0.533151E-01   0.541544E-03   0.516021E-03  -0.652229E-03
 19365   0.532186E-01   0.541448E-03   0.515999E-03  -0.652154E-03
 19366   0.533032E-01   0.541421E-03   0.515906E-03  -0.652080E-03
 19367   0.532067E-01   0.541325E-03   0.515884E-03  -0.652006E-03
 19368   0.532914E-01   0.541297E-03   0.515792E-03  -0.651931E-03
 19369   0.531948E-01   0.541202E-03   0.515769E-03  -0.651857E-03
 19370   0.532795E-01   0.541174E-03   0.515677E-03  -0.651783E-03
 19371   0.531830E-01   0.541078E-03   0.515655E-03  -0.651708E-03
 19372   0.532677E-01   0.541051E-03   0.515562E-03  -0.651634E-03
 19373   0.531711E-01   0.540955E-03   0.515540E-03  -0.651560E-03
 19374   0.532559E-01   0.540927E-03   0.515448E-03  -0.651485E-03
 19375   0.531592E-01   0.540832E-03   0.515425E-03  -0.651411E-03
 19376   0.532440E-01   0.540804E-03   0.515333E-03  -0.651337E-03
 19377   0.531474E-01   0.540709E-03   0.515311E-03  -0.651262E-03
 19378   0.532322E-01   0.540681E-03   0.515218E-03  -0.651188E-03
 19379   0.531355E-01   0.540585E-03   0.515196E-03  -0.651114E-03
 19380   0.532204E-01   0.540558E-03   0.515104E-03  -0.651040E-03
 19381   0.531237E-01   0.540462E-03   0.515082E-03  -0.650966E-03
 19382   0.532085E-01   0.540435E-03   0.514989E-03  -0.650891E-03
 19383   0.531118E-01   0.540339E-03   0.514967E-03  -0.650817E-03
 19384   0.531967E-01   0.540312E-03   0.514875E-03  -0.650743E-03
 19385   0.531000E-01   0.540216E-03   0.514853E-03  -0.650669E-03
 19386   0.531849E-01   0.540189E-03   0.514760E-03  -0.650595E-03
 19387   0.530882E-01   0.540093E-03   0.514738E-03  -0.650521E-03
 19388   0.531731E-01   0.540066E-03   0.514646E-03  -0.650446E-03
 19389   0.530763E-01   0.539970E-03   0.514624E-03  -0.650372E-03
 19390   0.531613E-01   0.539943E-03   0.514532E-03  -0.650298E-03
 19391   0.530645E-01   0.539847E-03   0.514510E-03  -0.650224E-03
 19392   0.531494E-01   0.539820E-03   0.514417E-03  -0.650150E-03
