#    L    TT             EE             BB             TE          
  1638   0.383238E+03   0.194893E+02   0.731293E-01  -0.203938E+02
  1639   0.382845E+03   0.194307E+02   0.730710E-01  -0.206983E+02
  1640   0.382474E+03   0.193704E+02   0.730131E-01  -0.209989E+02
  1641   0.382126E+03   0.193084E+02   0.729557E-01  -0.212955E+02
  1642   0.381801E+03   0.192446E+02   0.728987E-01  -0.215880E+02
  1643   0.381498E+03   0.191792E+02   0.728421E-01  -0.218763E+02
  1644   0.381218E+03   0.191122E+02   0.727859E-01  -0.221603E+02
  1645   0.380958E+03   0.190435E+02   0.727302E-01  -0.224399E+02
  1646   0.380719E+03   0.189732E+02   0.726749E-01  -0.227151E+02
  1647   0.380501E+03   0.189013E+02   0.726200E-01  -0.229857E+02
  1648   0.380302E+03   0.188279E+02   0.725655E-01  -0.232517E+02
  1649   0.380124E+03   0.187530E+02   0.725114E-01  -0.235128E+02
  1650   0.379964E+03   0.186765E+02   0.724578E-01  -0.237692E+02
  1651   0.379824E+03   0.185986E+02   0.724045E-01  -0.240206E+02
  1652   0.379702E+03   0.185193E+02   0.723516E-01  -0.242671E+02
  1653   0.379597E+03   0.184386E+02   0.722992E-01  -0.245085E+02
  1654   0.379511E+03   0.183564E+02   0.722471E-01  -0.247447E+02
  1655   0.379441E+03   0.182729E+02   0.721954E-01  -0.249758E+02
  1656   0.379388E+03   0.181881E+02   0.721441E-01  -0.252016E+02
  1657   0.379351E+03   0.181020E+02   0.720931E-01  -0.254220E+02
  1658   0.379330E+03   0.180147E+02   0.720426E-01  -0.256370E+02
  1659   0.379324E+03   0.179261E+02   0.719924E-01  -0.258465E+02
  1660   0.379333E+03   0.178363E+02   0.719425E-01  -0.260505E+02
  1661   0.379356E+03   0.177453E+02   0.718930E-01  -0.262490E+02
  1662   0.379393E+03   0.176533E+02   0.718439E-01  -0.264418E+02
  1663   0.379443E+03   0.175601E+02   0.717951E-01  -0.266289E+02
  1664   0.379507E+03   0.174659E+02   0.717467E-01  -0.268103E+02
  1665   0.379583E+03   0.173706E+02   0.716986E-01  -0.269859E+02
  1666   0.379670E+03   0.172743E+02   0.716508E-01  -0.271556E+02
  1667   0.379769E+03   0.171771E+02   0.716033E-01  -0.273195E+02
  1668   0.379880E+03   0.170789E+02   0.715562E-01  -0.274775E+02
  1669   0.380001E+03   0.169797E+02   0.715094E-01  -0.276295E+02
  1670   0.380132E+03   0.168798E+02   0.714629E-01  -0.277755E+02
  1671   0.380272E+03   0.167789E+02   0.714167E-01  -0.279155E+02
  1672   0.380422E+03   0.166773E+02   0.713707E-01  -0.280494E+02
  1673   0.380580E+03   0.165749E+02   0.713251E-01  -0.281773E+02
  1674   0.380746E+03   0.164718E+02   0.712797E-01  -0.282991E+02
  1675   0.380920E+03   0.163680E+02   0.712347E-01  -0.284148E+02
  1676   0.381102E+03   0.162636E+02   0.711898E-01  -0.285245E+02
  1677   0.381290E+03   0.161586E+02   0.711453E-01  -0.286280E+02
  1678   0.381485E+03   0.160529E+02   0.711010E-01  -0.287253E+02
  1679   0.381686E+03   0.159468E+02   0.710569E-01  -0.288166E+02
  1680   0.381892E+03   0.158401E+02   0.710131E-01  -0.289016E+02
  1681   0.382103E+03   0.157330E+02   0.709696E-01  -0.289805E+02
  1682   0.382319E+03   0.156255E+02   0.709262E-01  -0.290533E+02
  1683   0.382538E+03   0.155175E+02   0.708831E-01  -0.291199E+02
  1684   0.382761E+03   0.154092E+02   0.708402E-01  -0.291804E+02
  1685   0.382988E+03   0.153005E+02   0.707975E-01  -0.292347E+02
  1686   0.383217E+03   0.151916E+02   0.707549E-01  -0.292828E+02
  1687   0.383448E+03   0.150824E+02   0.707126E-01  -0.293248E+02
  1688   0.383681E+03   0.149730E+02   0.706705E-01  -0.293608E+02
  1689   0.383915E+03   0.148633E+02   0.706285E-01  -0.293906E+02
  1690   0.384150E+03   0.147536E+02   0.705867E-01  -0.294143E+02
  1691   0.384386E+03   0.146437E+02   0.705451E-01  -0.294320E+02
  1692   0.384622E+03   0.145338E+02   0.705036E-01  -0.294437E+02
  1693   0.384857E+03   0.144238E+02   0.704623E-01  -0.294494E+02
  1694   0.385091E+03   0.143138E+02   0.704211E-01  -0.294490E+02
  1695   0.385324E+03   0.142038E+02   0.703800E-01  -0.294427E+02
  1696   0.385556E+03   0.140939E+02   0.703391E-01  -0.294305E+02
  1697   0.385785E+03   0.139840E+02   0.702983E-01  -0.294124E+02
  1698   0.386011E+03   0.138743E+02   0.702576E-01  -0.293883E+02
  1699   0.386235E+03   0.137647E+02   0.702170E-01  -0.293585E+02
  1700   0.386455E+03   0.136554E+02   0.701765E-01  -0.293229E+02
  1701   0.386672E+03   0.135462E+02   0.701360E-01  -0.292816E+02
  1702   0.386884E+03   0.134373E+02   0.700957E-01  -0.292346E+02
  1703   0.387092E+03   0.133287E+02   0.700554E-01  -0.291819E+02
  1704   0.387295E+03   0.132204E+02   0.700152E-01  -0.291238E+02
  1705   0.387493E+03   0.131126E+02   0.699751E-01  -0.290601E+02
  1706   0.387686E+03   0.130051E+02   0.699350E-01  -0.289909E+02
  1707   0.387872E+03   0.128980E+02   0.698949E-01  -0.289164E+02
  1708   0.388052E+03   0.127914E+02   0.698549E-01  -0.288365E+02
  1709   0.388226E+03   0.126853E+02   0.698149E-01  -0.287513E+02
  1710   0.388392E+03   0.125798E+02   0.697749E-01  -0.286609E+02
  1711   0.388551E+03   0.124748E+02   0.697350E-01  -0.285653E+02
  1712   0.388703E+03   0.123703E+02   0.696950E-01  -0.284647E+02
  1713   0.388846E+03   0.122665E+02   0.696551E-01  -0.283590E+02
  1714   0.388981E+03   0.121633E+02   0.696151E-01  -0.282482E+02
  1715   0.389107E+03   0.120608E+02   0.695752E-01  -0.281327E+02
  1716   0.389225E+03   0.119590E+02   0.695352E-01  -0.280123E+02
  1717   0.389333E+03   0.118579E+02   0.694951E-01  -0.278871E+02
  1718   0.389431E+03   0.117575E+02   0.694551E-01  -0.277573E+02
  1719   0.389520E+03   0.116580E+02   0.694150E-01  -0.276228E+02
  1720   0.389598E+03   0.115592E+02   0.693748E-01  -0.274839E+02
  1721   0.389667E+03   0.114613E+02   0.693346E-01  -0.273405E+02
  1722   0.389724E+03   0.113643E+02   0.692943E-01  -0.271928E+02
  1723   0.389771E+03   0.112682E+02   0.692540E-01  -0.270408E+02
  1724   0.389806E+03   0.111729E+02   0.692135E-01  -0.268846E+02
  1725   0.389831E+03   0.110786E+02   0.691730E-01  -0.267243E+02
  1726   0.389843E+03   0.109853E+02   0.691324E-01  -0.265600E+02
  1727   0.389843E+03   0.108930E+02   0.690917E-01  -0.263917E+02
  1728   0.389832E+03   0.108017E+02   0.690509E-01  -0.262196E+02
  1729   0.389808E+03   0.107114E+02   0.690100E-01  -0.260437E+02
  1730   0.389771E+03   0.106222E+02   0.689690E-01  -0.258642E+02
  1731   0.389722E+03   0.105340E+02   0.689278E-01  -0.256811E+02
  1732   0.389660E+03   0.104469E+02   0.688866E-01  -0.254944E+02
  1733   0.389584E+03   0.103610E+02   0.688452E-01  -0.253044E+02
  1734   0.389495E+03   0.102762E+02   0.688036E-01  -0.251110E+02
  1735   0.389392E+03   0.101926E+02   0.687619E-01  -0.249145E+02
  1736   0.389276E+03   0.101101E+02   0.687201E-01  -0.247148E+02
  1737   0.389146E+03   0.100288E+02   0.686781E-01  -0.245121E+02
  1738   0.389002E+03   0.994880E+01   0.686359E-01  -0.243066E+02
  1739   0.388844E+03   0.987000E+01   0.685936E-01  -0.240982E+02
  1740   0.388672E+03   0.979246E+01   0.685511E-01  -0.238872E+02
  1741   0.388486E+03   0.971619E+01   0.685084E-01  -0.236735E+02
  1742   0.388286E+03   0.964121E+01   0.684656E-01  -0.234574E+02
  1743   0.388071E+03   0.956750E+01   0.684225E-01  -0.232389E+02
  1744   0.387841E+03   0.949514E+01   0.683793E-01  -0.230181E+02
  1745   0.387597E+03   0.942409E+01   0.683359E-01  -0.227950E+02
  1746   0.387337E+03   0.935440E+01   0.682922E-01  -0.225699E+02
  1747   0.387063E+03   0.928604E+01   0.682484E-01  -0.223427E+02
  1748   0.386774E+03   0.921907E+01   0.682044E-01  -0.221137E+02
  1749   0.386469E+03   0.915346E+01   0.681601E-01  -0.218828E+02
  1750   0.386150E+03   0.908923E+01   0.681156E-01  -0.216502E+02
  1751   0.385815E+03   0.902640E+01   0.680709E-01  -0.214161E+02
  1752   0.385465E+03   0.896499E+01   0.680260E-01  -0.211804E+02
  1753   0.385101E+03   0.890499E+01   0.679808E-01  -0.209434E+02
  1754   0.384720E+03   0.884641E+01   0.679354E-01  -0.207051E+02
  1755   0.384325E+03   0.878928E+01   0.678898E-01  -0.204656E+02
  1756   0.383914E+03   0.873358E+01   0.678440E-01  -0.202249E+02
  1757   0.383488E+03   0.867933E+01   0.677978E-01  -0.199834E+02
  1758   0.383046E+03   0.862652E+01   0.677515E-01  -0.197409E+02
  1759   0.382589E+03   0.857519E+01   0.677049E-01  -0.194977E+02
  1760   0.382117E+03   0.852531E+01   0.676580E-01  -0.192538E+02
  1761   0.381629E+03   0.847690E+01   0.676109E-01  -0.190093E+02
  1762   0.381126E+03   0.842996E+01   0.675635E-01  -0.187643E+02
  1763   0.380608E+03   0.838450E+01   0.675159E-01  -0.185190E+02
  1764   0.380074E+03   0.834051E+01   0.674680E-01  -0.182734E+02
  1765   0.379526E+03   0.829800E+01   0.674198E-01  -0.180276E+02
  1766   0.378962E+03   0.825698E+01   0.673714E-01  -0.177818E+02
  1767   0.378383E+03   0.821743E+01   0.673227E-01  -0.175360E+02
  1768   0.377790E+03   0.817938E+01   0.672737E-01  -0.172904E+02
  1769   0.377182E+03   0.814280E+01   0.672244E-01  -0.170449E+02
  1770   0.376560E+03   0.810771E+01   0.671749E-01  -0.167999E+02
  1771   0.375922E+03   0.807410E+01   0.671251E-01  -0.165553E+02
  1772   0.375271E+03   0.804197E+01   0.670750E-01  -0.163111E+02
  1773   0.374604E+03   0.801131E+01   0.670247E-01  -0.160676E+02
  1774   0.373924E+03   0.798212E+01   0.669740E-01  -0.158248E+02
  1775   0.373229E+03   0.795441E+01   0.669231E-01  -0.155828E+02
  1776   0.372521E+03   0.792816E+01   0.668719E-01  -0.153417E+02
  1777   0.371798E+03   0.790336E+01   0.668204E-01  -0.151016E+02
  1778   0.371062E+03   0.788003E+01   0.667686E-01  -0.148626E+02
  1779   0.370311E+03   0.785813E+01   0.667166E-01  -0.146247E+02
  1780   0.369548E+03   0.783769E+01   0.666642E-01  -0.143881E+02
  1781   0.368770E+03   0.781867E+01   0.666116E-01  -0.141528E+02
  1782   0.367980E+03   0.780108E+01   0.665587E-01  -0.139190E+02
  1783   0.367177E+03   0.778492E+01   0.665055E-01  -0.136866E+02
  1784   0.366361E+03   0.777016E+01   0.664520E-01  -0.134559E+02
  1785   0.365532E+03   0.775680E+01   0.663983E-01  -0.132269E+02
  1786   0.364690E+03   0.774484E+01   0.663442E-01  -0.129996E+02
  1787   0.363837E+03   0.773425E+01   0.662899E-01  -0.127742E+02
  1788   0.362971E+03   0.772504E+01   0.662353E-01  -0.125506E+02
  1789   0.362094E+03   0.771719E+01   0.661804E-01  -0.123292E+02
  1790   0.361204E+03   0.771069E+01   0.661252E-01  -0.121097E+02
  1791   0.360303E+03   0.770552E+01   0.660697E-01  -0.118925E+02
  1792   0.359391E+03   0.770168E+01   0.660140E-01  -0.116774E+02
  1793   0.358468E+03   0.769914E+01   0.659580E-01  -0.114647E+02
  1794   0.357533E+03   0.769790E+01   0.659017E-01  -0.112544E+02
  1795   0.356588E+03   0.769795E+01   0.658451E-01  -0.110465E+02
  1796   0.355632E+03   0.769927E+01   0.657883E-01  -0.108411E+02
  1797   0.354666E+03   0.770184E+01   0.657312E-01  -0.106383E+02
  1798   0.353690E+03   0.770564E+01   0.656738E-01  -0.104382E+02
  1799   0.352704E+03   0.771067E+01   0.656161E-01  -0.102408E+02
  1800   0.351708E+03   0.771691E+01   0.655582E-01  -0.100461E+02
  1801   0.350703E+03   0.772434E+01   0.655000E-01  -0.985434E+01
  1802   0.349689E+03   0.773294E+01   0.654416E-01  -0.966545E+01
  1803   0.348666E+03   0.774271E+01   0.653829E-01  -0.947952E+01
  1804   0.347635E+03   0.775361E+01   0.653239E-01  -0.929662E+01
  1805   0.346595E+03   0.776563E+01   0.652647E-01  -0.911679E+01
  1806   0.345548E+03   0.777876E+01   0.652052E-01  -0.894010E+01
  1807   0.344493E+03   0.779297E+01   0.651455E-01  -0.876658E+01
  1808   0.343430E+03   0.780824E+01   0.650855E-01  -0.859629E+01
  1809   0.342360E+03   0.782457E+01   0.650253E-01  -0.842930E+01
  1810   0.341283E+03   0.784192E+01   0.649648E-01  -0.826563E+01
  1811   0.340199E+03   0.786028E+01   0.649042E-01  -0.810534E+01
  1812   0.339108E+03   0.787962E+01   0.648432E-01  -0.794847E+01
  1813   0.338012E+03   0.789993E+01   0.647821E-01  -0.779506E+01
  1814   0.336909E+03   0.792118E+01   0.647207E-01  -0.764515E+01
  1815   0.335800E+03   0.794337E+01   0.646591E-01  -0.749878E+01
  1816   0.334687E+03   0.796645E+01   0.645973E-01  -0.735599E+01
  1817   0.333568E+03   0.799042E+01   0.645352E-01  -0.721682E+01
  1818   0.332444E+03   0.801525E+01   0.644730E-01  -0.708130E+01
  1819   0.331316E+03   0.804092E+01   0.644105E-01  -0.694946E+01
  1820   0.330183E+03   0.806741E+01   0.643478E-01  -0.682132E+01
  1821   0.329047E+03   0.809467E+01   0.642850E-01  -0.669694E+01
  1822   0.327906E+03   0.812274E+01   0.642219E-01  -0.657631E+01
  1823   0.326763E+03   0.815155E+01   0.641586E-01  -0.645949E+01
  1824   0.325615E+03   0.818107E+01   0.640952E-01  -0.634649E+01
  1825   0.324465E+03   0.821128E+01   0.640316E-01  -0.623733E+01
  1826   0.323312E+03   0.824222E+01   0.639677E-01  -0.613204E+01
  1827   0.322157E+03   0.827378E+01   0.639037E-01  -0.603061E+01
  1828   0.321000E+03   0.830597E+01   0.638396E-01  -0.593308E+01
  1829   0.319841E+03   0.833880E+01   0.637752E-01  -0.583945E+01
  1830   0.318680E+03   0.837222E+01   0.637107E-01  -0.574974E+01
  1831   0.317519E+03   0.840619E+01   0.636461E-01  -0.566396E+01
  1832   0.316357E+03   0.844070E+01   0.635813E-01  -0.558212E+01
  1833   0.315194E+03   0.847571E+01   0.635163E-01  -0.550422E+01
  1834   0.314031E+03   0.851124E+01   0.634512E-01  -0.543027E+01
  1835   0.312867E+03   0.854723E+01   0.633860E-01  -0.536028E+01
  1836   0.311705E+03   0.858366E+01   0.633206E-01  -0.529424E+01
  1837   0.310542E+03   0.862052E+01   0.632551E-01  -0.523217E+01
  1838   0.309380E+03   0.865777E+01   0.631895E-01  -0.517406E+01
  1839   0.308219E+03   0.869541E+01   0.631237E-01  -0.511991E+01
  1840   0.307060E+03   0.873339E+01   0.630578E-01  -0.506971E+01
  1841   0.305902E+03   0.877170E+01   0.629919E-01  -0.502346E+01
  1842   0.304745E+03   0.881028E+01   0.629258E-01  -0.498115E+01
  1843   0.303591E+03   0.884917E+01   0.628596E-01  -0.494277E+01
  1844   0.302439E+03   0.888830E+01   0.627933E-01  -0.490831E+01
  1845   0.301290E+03   0.892764E+01   0.627270E-01  -0.487777E+01
  1846   0.300144E+03   0.896721E+01   0.626605E-01  -0.485112E+01
  1847   0.299001E+03   0.900696E+01   0.625940E-01  -0.482835E+01
  1848   0.297861E+03   0.904685E+01   0.625274E-01  -0.480946E+01
  1849   0.296725E+03   0.908688E+01   0.624607E-01  -0.479441E+01
  1850   0.295593E+03   0.912701E+01   0.623940E-01  -0.478319E+01
  1851   0.294464E+03   0.916723E+01   0.623272E-01  -0.477580E+01
  1852   0.293341E+03   0.920749E+01   0.622603E-01  -0.477219E+01
  1853   0.292221E+03   0.924782E+01   0.621934E-01  -0.477236E+01
  1854   0.291107E+03   0.928812E+01   0.621265E-01  -0.477627E+01
  1855   0.289997E+03   0.932844E+01   0.620595E-01  -0.478389E+01
  1856   0.288893E+03   0.936870E+01   0.619925E-01  -0.479519E+01
  1857   0.287794E+03   0.940894E+01   0.619254E-01  -0.481014E+01
  1858   0.286701E+03   0.944907E+01   0.618583E-01  -0.482872E+01
  1859   0.285614E+03   0.948910E+01   0.617913E-01  -0.485088E+01
  1860   0.284534E+03   0.952900E+01   0.617242E-01  -0.487660E+01
  1861   0.283459E+03   0.956878E+01   0.616571E-01  -0.490583E+01
  1862   0.282392E+03   0.960836E+01   0.615900E-01  -0.493854E+01
  1863   0.281331E+03   0.964776E+01   0.615229E-01  -0.497470E+01
  1864   0.280277E+03   0.968698E+01   0.614558E-01  -0.501426E+01
  1865   0.279231E+03   0.972591E+01   0.613887E-01  -0.505720E+01
  1866   0.278191E+03   0.976461E+01   0.613216E-01  -0.510345E+01
  1867   0.277160E+03   0.980303E+01   0.612546E-01  -0.515300E+01
  1868   0.276136E+03   0.984115E+01   0.611876E-01  -0.520578E+01
  1869   0.275121E+03   0.987895E+01   0.611206E-01  -0.526176E+01
  1870   0.274113E+03   0.991641E+01   0.610537E-01  -0.532088E+01
  1871   0.273114E+03   0.995352E+01   0.609868E-01  -0.538310E+01
  1872   0.272124E+03   0.999025E+01   0.609199E-01  -0.544838E+01
  1873   0.271142E+03   0.100266E+02   0.608531E-01  -0.551666E+01
  1874   0.270169E+03   0.100625E+02   0.607864E-01  -0.558789E+01
  1875   0.269205E+03   0.100980E+02   0.607198E-01  -0.566202E+01
  1876   0.268250E+03   0.101330E+02   0.606532E-01  -0.573900E+01
  1877   0.267305E+03   0.101675E+02   0.605866E-01  -0.581877E+01
  1878   0.266369E+03   0.102016E+02   0.605202E-01  -0.590129E+01
  1879   0.265443E+03   0.102351E+02   0.604538E-01  -0.598648E+01
  1880   0.264526E+03   0.102682E+02   0.603875E-01  -0.607431E+01
  1881   0.263619E+03   0.103006E+02   0.603213E-01  -0.616471E+01
  1882   0.262723E+03   0.103325E+02   0.602553E-01  -0.625763E+01
  1883   0.261836E+03   0.103639E+02   0.601893E-01  -0.635300E+01
  1884   0.260960E+03   0.103946E+02   0.601234E-01  -0.645078E+01
  1885   0.260094E+03   0.104248E+02   0.600576E-01  -0.655090E+01
  1886   0.259239E+03   0.104543E+02   0.599919E-01  -0.665329E+01
  1887   0.258394E+03   0.104831E+02   0.599264E-01  -0.675792E+01
  1888   0.257560E+03   0.105113E+02   0.598610E-01  -0.686470E+01
  1889   0.256737E+03   0.105389E+02   0.597957E-01  -0.697358E+01
  1890   0.255925E+03   0.105657E+02   0.597305E-01  -0.708449E+01
  1891   0.255123E+03   0.105919E+02   0.596655E-01  -0.719737E+01
  1892   0.254333E+03   0.106173E+02   0.596006E-01  -0.731214E+01
  1893   0.253554E+03   0.106421E+02   0.595358E-01  -0.742875E+01
  1894   0.252786E+03   0.106661E+02   0.594712E-01  -0.754713E+01
  1895   0.252029E+03   0.106893E+02   0.594068E-01  -0.766721E+01
  1896   0.251284E+03   0.107118E+02   0.593424E-01  -0.778893E+01
  1897   0.250550E+03   0.107336E+02   0.592783E-01  -0.791222E+01
  1898   0.249828E+03   0.107545E+02   0.592143E-01  -0.803703E+01
  1899   0.249117E+03   0.107747E+02   0.591505E-01  -0.816329E+01
  1900   0.248418E+03   0.107940E+02   0.590868E-01  -0.829092E+01
  1901   0.247730E+03   0.108126E+02   0.590233E-01  -0.841987E+01
  1902   0.247054E+03   0.108303E+02   0.589600E-01  -0.855007E+01
  1903   0.246389E+03   0.108472E+02   0.588969E-01  -0.868144E+01
  1904   0.245736E+03   0.108632E+02   0.588339E-01  -0.881395E+01
  1905   0.245095E+03   0.108784E+02   0.587712E-01  -0.894748E+01
  1906   0.244466E+03   0.108927E+02   0.587086E-01  -0.908199E+01
  1907   0.243848E+03   0.109062E+02   0.586462E-01  -0.921743E+01
  1908   0.243241E+03   0.109188E+02   0.585840E-01  -0.935369E+01
  1909   0.242647E+03   0.109305E+02   0.585219E-01  -0.949073E+01
  1910   0.242065E+03   0.109413E+02   0.584601E-01  -0.962850E+01
  1911   0.241494E+03   0.109512E+02   0.583985E-01  -0.976688E+01
  1912   0.240934E+03   0.109603E+02   0.583371E-01  -0.990582E+01
  1913   0.240387E+03   0.109684E+02   0.582759E-01  -0.100453E+02
  1914   0.239851E+03   0.109756E+02   0.582149E-01  -0.101852E+02
  1915   0.239326E+03   0.109819E+02   0.581541E-01  -0.103254E+02
  1916   0.238813E+03   0.109872E+02   0.580935E-01  -0.104660E+02
  1917   0.238312E+03   0.109917E+02   0.580331E-01  -0.106068E+02
  1918   0.237822E+03   0.109952E+02   0.579730E-01  -0.107478E+02
  1919   0.237344E+03   0.109978E+02   0.579130E-01  -0.108888E+02
  1920   0.236877E+03   0.109995E+02   0.578533E-01  -0.110299E+02
  1921   0.236421E+03   0.110002E+02   0.577938E-01  -0.111710E+02
  1922   0.235977E+03   0.110000E+02   0.577345E-01  -0.113119E+02
  1923   0.235544E+03   0.109989E+02   0.576755E-01  -0.114527E+02
  1924   0.235122E+03   0.109969E+02   0.576166E-01  -0.115933E+02
  1925   0.234711E+03   0.109939E+02   0.575580E-01  -0.117335E+02
  1926   0.234311E+03   0.109899E+02   0.574996E-01  -0.118734E+02
  1927   0.233923E+03   0.109851E+02   0.574415E-01  -0.120129E+02
  1928   0.233545E+03   0.109793E+02   0.573836E-01  -0.121519E+02
  1929   0.233178E+03   0.109726E+02   0.573259E-01  -0.122904E+02
  1930   0.232821E+03   0.109649E+02   0.572684E-01  -0.124282E+02
